person_id,name,given_name,gender,book_id,notes
kelen_emery,Kelen,Emery,male,Clavin (2015),
kelsen_hans,Kelsen,Hans,male,Slobodian (2018),
kemmerer_edwin,Kemmerer,Edwin,male,Martin (2022),
keng_lim_boon,Keng,Lim Boon,male,Sluga (2013),
kennan_george,Kennan,George,male,Mazower (2009),
kennedy_john_f,Kennedy,John F.,male,Slobodian (2018),
kessler_harry,Kessler,Harry,male,Sluga (2013),
key_ellen,Key,Ellen,female,Sluga (2013),
keynes_john_maynard,Keynes,John Maynard,male,Clavin (2015),
keynes_john_maynard,Keynes,John Maynard,male,Martin (2022),
keynes_john_maynard,Keynes,John Maynard,male,Slobodian (2018),
khama_tshekedi,Khama,Tshekedi,male,Mazower (2009),
khan_mohammad_ayub,Khan,Mohammad Ayub,male,Slobodian (2018),
khare_narayan,Khare,Narayan,male,Mazower (2009),
kikujiro_ishii,Kikujiro,Ishii,male,Sluga (2013),
kindersley_robert,Kindersley,Robert,male,Martin (2022),
kindleberger_charles,Kindleberger,Charles,male,Clavin (2015),
kindleberger_charles,Kindleberger,Charles,male,Slobodian (2018),
kirk_russell_t,Kirk,Russell T.,male,Slobodian (2018),
kisch_cecil,Kisch,Cecil,male,Martin (2022),
kissinger_henry,Kissinger,Henry,male,Sluga (2013),
kitchelt_florence,Kitchelt,Florence,female,Sluga (2013),
kitchin_joseph,Kitchin,Joseph,male,Clavin (2015),
klimt_gustav,Klimt,Gustav,male,Slobodian (2018),
klineberg_otto,Klineberg,Otto,male,Sluga (2013),
kliuchevsky_vasili,Kliuchevsky,Vasili,male,Mazower (2009),
knight_frank,Knight,Frank,male,Slobodian (2018),
koestler_arthur,Koestler,Arthur,male,Mazower (2009),
kondylis_georgios,Kondylis,Georgios,male,Martin (2022),
koo_wellington,Koo,Wellington (Gu Weijun),male,Martin (2022),
koopmans_tjalling,Koopmans,Tjalling,male,Clavin (2015),
krauel_wolfgang,Krauel,Wolfgang,male,Clavin (2015),
krehbiel_edward,Krehbiel,Edward,male,Sluga (2013),
kristol_irving,Kristol,Irving,male,Slobodian (2018),
kun_bela,Kun,Bela,male,Clavin (2015),
kun_bela,Kun,Bela,male,Slobodian (2018),
kung_h_h,Kung,H. H. (Kong Xiangxi),male,Martin (2022),
lal_deepak,Lal,Deepak,male,Slobodian (2018),
lamont_thomas,Lamont,Thomas,male,Martin (2022),
lamoureux_lucien,Lamoureux,Lucien,male,Clavin (2015),
lampson_miles,Lampson,Miles,male,Martin (2022),
lamy_pascal,Lamy,Pascal,male,Slobodian (2018),
lange_christian,Lange,Christian,male,Sluga (2013),
lansing_robert,Lansing,Robert,male,Sluga (2013),
largentaye_jean_de,Largentaye,Jean de,male,Martin (2022),
laski_harold,Laski,Harold,male,Slobodian (2018),
laski_harold,Laski,Harold,male,Sluga (2013),
laugier_henri,Laugier,Henri,male,Sluga (2013),
lauterpacht_hersch,Lauterpacht,Hersch,male,Mazower (2009),
lauterpacht_hersch,Lauterpacht,Hersch,male,Slobodian (2018),
laval_pierre,Laval,Pierre,male,Clavin (2015),
laves_walter,Laves,Walter,male,Sluga (2013),
layton_walter,Layton,Walter,male,Clavin (2015),
layton_walter,Layton,Walter,male,Martin (2022),
leahy_william_d,Leahy,William D.,male,Clavin (2015),
lebow_rn,LeBow,R. N.,male,Mazower (2009),
lee_hau_shik,Lee Hau Shik,,male,Martin (2022),
lehman_herbert_henry,Lehman,Herbert Henry,male,Clavin (2015),
leith_c_k,Leith,C. K.,male,Martin (2022),
leith_ross_sir_frederick,Leith-Ross,Sir Frederick,male,Martin (2022),
leith_ross_sir_frederick,Leith-Ross,Sir Frederick,male,Clavin (2015),
lemkin_raphael,Lemkin,Raphael,male,Mazower (2009),
lenin_vi,Lenin,V. I.,male,Slobodian (2018),
leontief_wassily,Leontief,Wassily,male,Slobodian (2018),
lester_sean,Lester,Sean,male,Clavin (2015),
levi_strauss_claude,Lévi-Strauss,Claude,male,Sluga (2013),
lie_trygve,Lie,Trygve,male,Sluga (2013),
lindberg_john,Lindberg,John,male,Clavin (2015),
linden_ake,Linden,Ake,male,Slobodian (2018),
lindner_elli,Lindner,Elli,female,Martin (2022),
lippmann_walter,Lippmann,Walter,male,Clavin (2015),
lippmann_walter,Lippmann,Walter,male,Mazower (2009),
lippmann_walter,Lippmann,Walter,male,Slobodian (2018),
lippmann_walter,Lippmann,Walter,male,Sluga (2013),
livingstone_richard,Livingstone,Richard,male,Mazower (2009),
lloyd_e_m_h,Lloyd,E. M. H.,male,Martin (2022),
lloyd_george_david,Lloyd George,David,male,Clavin (2015),
lloyd_george_david,Lloyd George,David,male,Martin (2022),
lloyd_george_david,Lloyd George,David,male,Mazower (2009),
lloyd_george_david,Lloyd George,David,male,Sluga (2013),
lobo_helio,Lobo,Helio,male,Clavin (2015),
lodge_henry_cabot,Lodge,Henry Cabot,male,Sluga (2013),
long_olivier,Long,Olivier,male,Slobodian (2018),
lorimer_james,Lorimer,James,male,Sluga (2013),
lothian_lord_philip_kerr,Lothian,Lord Philip Kerr,male,Mazower (2009),
loucheur_louis,Loucheur,Louis,male,Clavin (2015),
loucheur_louis,Loucheur,Louis,male,Martin (2022),
louis_w_roger,Louis,W. Roger,male,Mazower (2009),
loveday_alexander,Loveday,Alexander,male,Clavin (2015),
loveday_alexander,Loveday,Alexander,male,Martin (2022),
loveday_alexander,Loveday,Alexander,male,Slobodian (2018),
lowe_adolph,Löwe,Adolph,male,Slobodian (2018),
luce_henry,Luce,Henry,male,Mazower (2009),
lugard_frederick,Lugard,Frederick,male,Mazower (2009),
lutz_bertha,Lutz,Bertha,female,Sluga (2013),
lynn_john,Lynn,John,male,Slobodian (2018),
macdonald_james,MacDonald,James,male,Mazower (2009),
macdonald_ramsay,MacDonald,Ramsay,male,Clavin (2015),
macdonald_ramsay,MacDonald,Ramsay,male,Martin (2022),
machado_bernardino,Machado,Bernardino,male,Martin (2022),
machlup_fritz,Machlup,Fritz,male,Clavin (2015),
machlup_fritz,Machlup,Fritz,male,Slobodian (2018),
madan_dr_b_k,Madan,Dr B. K.,male,Clavin (2015),
mahaffy_john,Mahaffy,John,male,Mazower (2009),
mahler_gustav,Mahler,Gustav,male,Slobodian (2018),
makins_roger,Makins,Roger,male,Clavin (2015),
malkin_william,Malkin,William,male,Clavin (2015),
mant_reginald,Mant,Reginald,male,Clavin (2015),
mantoux_etienne,Mantoux,Étienne,male,Clavin (2015),
mantoux_paul,Mantoux,Paul,male,Martin (2022),
mantoux_paul,Mantoux,Paul,male,Slobodian (2018),
mantzavinos_georgios,Mantzavinos,Georgios,male,Clavin (2015),
mao_zedong,Mao,Zedong,male,Slobodian (2018),
marburg_theodore,Marburg,Theodore,male,Sluga (2013),
marjolin_robert,Marjolin,Robert,male,Slobodian (2018),
marlio_louis,Marlio,Louis,male,Slobodian (2018),
marschak_jacob,Marschak,Jacob,male,Clavin (2015),
marshall_aid,Marshall,Aid,male,Clavin (2015),
marshall_george,Marshall,George,male,Mazower (2009),
marx_karl,Marx,Karl,male,Slobodian (2018),
masaryk_jan,Masaryk,Jan,male,Sluga (2013),
masaryk_tomas,Masaryk,Tomas,male,Sluga (2013),
massigli_rene,Massigli,René,male,Clavin (2015),
matsudaira_tsunco,Matsudaira,Tsunco,male,Clavin (2015),
mazzini_guiseppe,Mazzini,Guiseppe,male,Sluga (2013),
mbaye_keba,M’baye,Kéba,male,Slobodian (2018),
mcdermott_michael,McDermott,Michael,male,Mazower (2009),
mcdougall_frank_lidgett,McDougall,Frank Lidgett,male,Clavin (2015),
mcdougall_william,McDougall,William,male,Sluga (2013),
mcfadden_louis,McFadden,Louis,male,Martin (2022),
mcgarrah_gates_w,McGarrah,Gates W.,male,Martin (2022),
mcgarrah_gates_w,McGarrah,Gates W.,male,Clavin (2015),
mckenna_reginald,McKenna,Reginald,male,Martin (2022),
mead_edwin,Mead,Edwin,male,Sluga (2013),
mead_george_herbert,Mead,George Herbert,male,Sluga (2013),
meade_james,Meade,James,male,Clavin (2015),
meade_james,Meade,James,male,Martin (2022),
meade_james,Meade,James,male,Slobodian (2018),
mehta_hansa,Mehta,Hansa,male,Sluga (2013),
mendes_france_pierre,Mendès France,Pierre,male,Martin (2022),
menger_carl,Menger,Carl,male,Slobodian (2018),
mercier_ernest,Mercier,Ernest,male,Slobodian (2018),
mestmacker_ernst_joachim,Mestmäcker,Ernst-Joachim,male,Slobodian (2018),
michalakopoulos_andreas,Michalakopoulos,Andreas,male,Martin (2022),
mill_john_stuart,Mill,John Stuart,male,Mazower (2009),
mill_john_stuart,Mill,John Stuart,male,Slobodian (2018),
millikin_eugene,Millikin,Eugene,male,Martin (2022),
mills_ogden,Mills,Ogden,male,Clavin (2015),
milner_alfred,Milner,Alfred,male,Mazower (2009),
von_mises_ludwig,von Mises,Ludwig,male,Clavin (2015),
von_mises_ludwig,von Mises,Ludwig,male,Slobodian (2018),
mitchell_wesley_clair,Mitchell,Wesley Clair,male,Slobodian (2018),
mitrany_david,Mitrany,David,male,Clavin (2015),
mitrany_david,Mitrany,David,male,Sluga (2013),
miyaoka_tsunejiro,Miyaoka,Tsunejiro,male,Sluga (2013),
mlynarski_feliks,Mlynarski,Feliks,male,Clavin (2015),
moley_raymond,Moley,Raymond,male,Clavin (2015),
mollet_guy,Mollet,Guy,male,Slobodian (2018),
molnar_thomas,Molnar,Thomas,male,Slobodian (2018),
monnet_jean,Monnet,Jean,male,Clavin (2015),
monnet_jean,Monnet,Jean,male,Martin (2022),
moojen_j_g,Moojen,J. G.,male,Martin (2022),
moore_mike,Moore,Mike,male,Slobodian (2018),
moreau_emile,Moreau,Émile,male,Clavin (2015),
moreau_emile,Moreau,Émile,male,Martin (2022),
moret_clement,Moret,Clément,male,Clavin (2015),
moret_clement,Moret,Clément,male,Martin (2022),
morgan_john_pierpoint,Morgan,John Pierpoint,male,Clavin (2015),
morgenstern_oskar,Morgenstern,Oskar,male,Clavin (2015),
morgenstern_oskar,Morgenstern,Oskar,male,Slobodian (2018),
morgenthau_hans,Morgenthau,Hans,male,Clavin (2015),
morgenthau_hans,Morgenthau,Hans,male,Mazower (2009),
morgenthau_hans,Morgenthau,Hans,male,Sluga (2013),
morgenthau_henry,Morgenthau,Henry,male,Martin (2022),
morgenthau_henry,Morgenthau,Henry,male,Martin (2022),
morgenthau_henry,Morgenthau,Henry,male,Clavin (2015),
morrison_bell_clive,Morrison-Bell,Clive,male,Slobodian (2018),
mossadeq_mohammad,Mossadeq,Mohammad,male,Slobodian (2018),
mowrer_edgar,Mowrer,Edgar,male,Sluga (2013),
moyn_samuel,Moyn,Samuel,male,Mazower (2009),
moyne_lord_walter_guinness,Moyne,Lord Walter Guinness,male,Mazower (2009),
moynihan_daniel,Moynihan,Daniel,male,Sluga (2013),
mudaliar_ramasamy,Mudaliar,Ramasamy,male,Sluga (2013),
muller_armack_ludwig,Müller-Armack,Ludwig,male,Slobodian (2018),
muller_gustav,Müller,Gustav,male,Clavin (2015),
murray_gilbert,Murray,Gilbert,male,Clavin (2015),
murray_gilbert,Murray,Gilbert,male,Mazower (2009),
murray_gilbert,Murray,Gilbert,male,Sluga (2013),
muspratt_max,Muspratt,Max,male,Clavin (2015),
mussolini_benito,Mussolini,Benito,male,Clavin (2015),
myrdal_alva,Myrdal,Alva,female,Sluga (2013),
myrdal_gunnar,Myrdal,Gunnar,male,Clavin (2015),
myrdal_gunnar,Myrdal,Gunnar,male,Slobodian (2018),
namier_louis,Namier,Louis,male,Mazower (2009),
nansen_fridjof,Nansen,Fridjof,male,Clavin (2015),
nansen_fridtjof,Nansen,Fridtjof,male,Martin (2022),
nansen_fridtjof,Nansen,Fridtjof,male,Mazower (2009),
nansen_fridtjof,Nansen,Fridtjof,male,Sluga (2013),
nasser_gamal_abdel,Nasser,Gamal Abdel,male,Slobodian (2018),
negri_antonio,Negri,Antonio,male,Mazower (2009),
nehru_jawaharlal,Nehru,Jawaharlal,male,Clavin (2015),
nehru_jawaharlal,Nehru,Jawaharlal,male,Mazower (2009),
nehru_jawaharlal,Nehru,Jawaharlal,male,Slobodian (2018),
nehru_jawaharlal,Nehru,Jawaharlal,male,Sluga (2013),
neumann_spallart_franz,Neumann-Spallart,Franz,male,Slobodian (2018),
neurath_otto,Neurath,Otto,male,Slobodian (2018),
nicolson_harold,Nicolson,Harold,male,Sluga (2013),
niemeyer_otto_e,Niemeyer,Otto E.,male,Clavin (2015),
niemeyer_otto_e,Niemeyer,Otto E.,male,Martin (2022),
nietzsche_friedrich,Nietzsche,Friedrich,male,Mazower (2009),
nitobe_inazo,Nitobe,Inazo,male,Sluga (2013),
nixon_frank_h,Nixon,Frank H.,male,Martin (2022),
nixon_j_w,Nixon,J. W.,male,Clavin (2015),
nkrumah_kwame,Nkrumah,Kwame,male,Martin (2022),
nkrumah_kwame,Nkrumah,Kwame,male,Slobodian (2018),
noel_baker_philip,Noel-Baker,Philip,male,Clavin (2015),
noli_fan,Noli,Fan,male,Martin (2022),
norman_montagu,Norman,Montagu,male,Clavin (2015),
norman_montagu,Norman,Montagu,male,Martin (2022),
notter_harley,Notter,Harley,male,Clavin (2015),
nurkse_ragnar,Nurkse,Ragnar,male,Clavin (2015),
nurkse_ragnar,Nurkse,Ragnar,male,Slobodian (2018),
ohlin_bertil,Ohlin,Bertil,male,Clavin (2015),
ohlin_bertil,Ohlin,Bertil,male,Slobodian (2018),
olsen_otto,Olsen,Otto,male,Clavin (2015),
olson_mancur,Olson,Mancur,male,Slobodian (2018),
ording_aake,Ording,Aake,male,Clavin (2015),
otlet_paul,Otlet,Paul,male,Martin (2022),
otlet_paul,Otlet,Paul,male,Sluga (2013),
overby_andrew,Overby,Andrew,male,Martin (2022),
pandit_vijaya_lakshmi,Pandit,Vijaya Lakshmi,male,Mazower (2009),
pangalos_theodoros,Pangalos,Theodoros,male,Martin (2022),
papanastasiou_alexandros,Papanastasiou,Alexandros,male,Martin (2022),
von _papen_franz,von Papen,Franz,male,Clavin (2015),
pardo_carlos,Pardo,Carlos,male,Clavin (2015),
parmentier_jean,Parmentier,Jean,male,Clavin (2015),
parran_thomas,Parran,Thomas,male,Clavin (2015),
pastuhov_vladimir,Pastuhov,Vladimir,male,Clavin (2015),
pasvolsky_leo,Pasvolsky,Leo,male,Clavin (2015),
patino_simon,Patiño,Simón,male,Martin (2022),
patterson_ernest_minor,Patterson,Ernest Minor,male,Slobodian (2018),
patterson_reginald,Patterson,Reginald,male,Martin (2022),
paul_boncour_joseph,Paul-Boncour,Joseph,male,Clavin (2015),
peek_george,Peek,George,male,Clavin (2015),
pelt_adrianus,Pelt,Adrianus,male,Clavin (2015),
pennel_alice_sorabji,Pennel,Alice Sorabji,female,Martin (2022),
penrose_e_f,Penrose,E. F.,female,Clavin (2015),
perham_margery,Perham,Margery,female,Sluga (2013),
perkins_francis,Perkins,Francis,female,Clavin (2015),
petersmann_ernst_ulrich,Petersmann,Ernst-Ulrich,male,Slobodian (2018),
pethick_lawrence_emmeline,Pethick-Lawrence,Emmeline,female,Sluga (2013),
philippovich_eugen,Philippovich,Eugen,male,Slobodian (2018),
phillips_sir_frederick,Phillips,Sir Frederick,male,Clavin (2015),
phillips_william,Phillips,William,male,Mazower (2009),
pigou_arthur,Pigou,Arthur,male,Clavin (2015),
pillsbury_walter,Pillsbury,Walter,male,Sluga (2013),
pilsudski_jozef,Piłsudski,Jósef,male,Martin (2022),
pinochet_augusto,Pinochet,Augusto,male,Slobodian (2018),
pirelli_alberto,Pirelli,Alberto,male,Clavin (2015),
plant_arnold,Plant,Arnold,male,Slobodian (2018),
polak_jacques,Polak,Jacques,male,Clavin (2015),
polak_jacques,Polak,Jacques,male,Martin (2022),
polak_jacques,Polak,Jacques,male,Slobodian (2018),
polanyi_karl,Polanyi,Karl,male,Martin (2022),
polanyi_karl,Polanyi,Karl,male,Slobodian (2018),
politis_nicholas,Politis,Nicholas,male,Clavin (2015),
popper_karl,Popper,Karl,male,Slobodian (2018),
pospisil_vilem,Pospisil,Vilem,male,Clavin (2015),
pospisil_vilem,Pospíšil,Vilém,male,Martin (2022),
posse_hans_ernst,Posse,Hans Ernst,male,Clavin (2015),
potter_pitman,Potter,Pitman,male,Clavin (2015),
powell_enoch,Powell,Enoch,male,Slobodian (2018),
pratt_john,Pratt,John,male,Martin (2022),
prebisch_raul,Prebisch,Raúl,male,Slobodian (2018),
pretre_jean_claude,Prêtre,Jean-Claude,male,Slobodian (2018),
pribram_karl,Pribram,Karl,male,Slobodian (2018),
prieswerk_roy,Prieswerk,Roy,male,Sluga (2013),
prince_morton,Prince,Morton,male,Sluga (2013),
quesnay_pierre,Quesnay,Pierre,male,Clavin (2015),
quesnay_pierre,Quesnay,Pierre,male,Martin (2022),
radhakrishnan_sarvepalli,Radhakrishnan,Sarvepalli,male,Sluga (2013),
radice_edward_albert,Radice,Edward Albert,male,Clavin (2015),
rajchman_ludwik,Rajchman,Ludwik,male,Clavin (2015),
rajchman_ludwik,Rajchman,Ludwik,male,Martin (2022),
ramsay_sir_malcolm,Ramsay,Sir Malcolm,male,Clavin (2015),
randall_john,Randall,John,male,Sluga (2013),
ranshofen_wertheimer_egon,Ranshofen-Wertheimer,Egon,male,Sluga (2013),
rappard_william_emmanuel,Rappard,William Emmanuel,male,Slobodian (2018),
rappard_william_emmanuel,Rappard,William Emmanuel,male,Clavin (2015),
rasminsky_louis,Rasminsky,Louis,male,Clavin (2015),
rathenau_walther,Rathenau,Walther,male,Martin (2022),
rathenau_walther,Rathenau,Walther,male,Slobodian (2018),
reagan_ronald,Reagan,Ronald,male,Slobodian (2018),
regnery_henry,Regnery,Henry,male,Slobodian (2018),
reisch_richard,Reisch,Richard,male,Slobodian (2018),
renborg_bertil,Renborg,Bertil,male,Clavin (2015),
reynaud_paul,Reynaud,Paul,male,Clavin (2015),
ricardo_david,Ricardo,David,male,Slobodian (2018),
rich_george,Rich,George,male,Sluga (2013),
richards_ivor,Richards,Ivor,male,Sluga (2013),
riddle_j_h,Riddle,J. H.,male,Martin (2022),
riedl_richard,Riedl,Richard,male,Slobodian (2018),
rieer_wineld,Rieer,Wineld,male,Clavin (2015),
rist_charles,Rist,Charles,male,Clavin (2015),
rist_charles,Rist,Charles,male,Slobodian (2018),
ritter_karl,Ritter,Karl,male,Clavin (2015),
rivera_diego,Rivera,Diego,male,Slobodian (2018),
robbins_lionel,Robbins,Lionel,male,Clavin (2015),
robbins_lionel,Robbins,Lionel,male,Martin (2022),
robbins_lionel,Robbins,Lionel,male,Slobodian (2018),
robertson_dennis,Robertson,Dennis,male,Clavin (2015),
robinson_jacob,Robinson,Jacob,male,Mazower (2009),
rochat_charles,Rochat,Charles,male,Clavin (2015),
roessler_frieder,Roessler,Frieder,male,Slobodian (2018),
rogers_james_harvey,Rogers,James Harvey,male,Clavin (2015),
rolin_jaequeyms_gustave,Rolin-Jaequeyms,Gustave,male,Sluga (2013),
romulo_carlos,Romulo,Carlos,male,Sluga (2013),
roosevelt_eleanor,Roosevelt,Eleanor,female,Clavin (2015),
roosevelt_eleanor,Roosevelt,Eleanor,female,Mazower (2009),
roosevelt_eleanor,Roosevelt,Eleanor,female,Sluga (2013),
roosevelt_franklin_delano,Roosevelt,Franklin Delano,male,Clavin (2015),
roosevelt_franklin_delano,Roosevelt,Franklin Delano,male,Mazower (2009),
roosevelt_franklin_delano,Roosevelt,Franklin Delano,male,Slobodian (2018),
roosevelt_franklin_delano,Roosevelt,Franklin Delano,male,Sluga (2013),
roosevelt_theodore,Roosevelt,Theodore,male,Mazower (2009),
ropke_wilhelm,Röpke,Wilhelm,male,Slobodian (2018),
rosenborg_arthur,Rosenborg,Arthur,male,Clavin (2015),
rosenborg_johan,Rosenborg,Johan,male,Clavin (2015),
rostow_walt_whitman,Rostow,Walt Whitman,male,Slobodian (2018),
rougier_louis,Rougier,Louis,male,Slobodian (2018),
rowell_h_n,Rowell,H. N.,male,Martin (2022),
rueff_jacques,Rueff,Jacques,male,Clavin (2015),
rueff_jacques,Rueff,Jacques,male,Slobodian (2018),
ruggie_john_gerard,Ruggie,John Gerard,male,Martin (2022),
ruml_beardsley,Ruml,Beardsley,male,Slobodian (2018),
runciman_walter,Runciman,Walter,male,Clavin (2015),
rusk_dean,Rusk,Dean,male,Mazower (2009),
rustow_alexander,Rüstow,Alexander,male,Slobodian (2018),
ruyssen_theodore,Ruyssen,Theodore,male,Sluga (2013),
ryder_oscar,Ryder,Oscar,male,Clavin (2015),
ryti_risto,Ryti,Risto,male,Clavin (2015),
sackett_frederic_m,Sackett,Frederic M.,male,Clavin (2015),
said_edward,Said,Edward,male,Sluga (2013),
salazar_antonio_de_oliveira,Salazar,António de Oliveira,male,Martin (2022),
salazar_antonio_de_oliveira,Salazar,António de Oliveira,male,Slobodian (2018),
sally_razeen,Sally,Razeen,male,Slobodian (2018),
salter_arthur,Salter,Arthur,male,Martin (2022),
salter_arthur,Salter,Arthur,male,Slobodian (2018),
salter_sir_arthur,Salter,Sir Arthur,male,Clavin (2015),
salvemini_gaetano,Salvemini,Gaetano,male,Sluga (2013),
samuelson_paul,Samuelson,Paul,male,Clavin (2015),
samuelson_paul,Samuelson,Paul,male,Slobodian (2018),
san_ah_wing,San Ah Wing,,male,Martin (2022),
sargent_noel,Sargent,Noel,male,Slobodian (2018),
sarkar_benoy_kumar,Sarkar,Benoy Kumar,male,Martin (2022),
sarkozy_nicolas,Sarkozy,Nicolas,male,Martin (2022),
sayre_francis,Sayre,Francis,male,Clavin (2015),
sayre_francis,Sayre,Francis,male,Mazower (2009),
schacht_hjalmar,Schacht,Hjalmar,male,Clavin (2015),
schacht_hjalmar,Schacht,Hjalmar,male,Martin (2022),
schacht_hjalmar,Schacht,Hjalmar,male,Slobodian (2018),
schauble_wolfgang,Schäuble,Wolfgang,male,Slobodian (2018),
schechtman_joseph,Schechtman,Joseph,male,Mazower (2009),
schiele_egon,Schiele,Egon,male,Slobodian (2018),
von_schleicher_kurt,von Schleicher,Kurt,male,Clavin (2015),
schmitt_carl,Schmitt,Carl,male,Slobodian (2018),
von_schmoller_gustav,von Schmoller,Gustav,male,Slobodian (2018),
schnitzler_arthur,Schnitzler,Arthur,male,Slobodian (2018),
schoeck_helmut,Schoeck,Helmut,male,Slobodian (2018),
schonberg_arnold,Schönberg,Arnold,male,Slobodian (2018),
schroder_gerhard,Schröder,Gerhard,male,Slobodian (2018),
schucking_walther,Schücking,Walther,male,Sluga (2013),
schulz_forberg_hagen,Schulz-Forberg,Hagen,male,Slobodian (2018),
schumpeter_joseph,Schumpeter,Joseph,male,Clavin (2015),
schuster_george,Schuster,George,male,Martin (2022),
schwimmer_rosika,Schwimmer,Rosika,female,Sluga (2013),
seipel_ignaz,Seipel,Ignaz,male,Clavin (2015),
seipel_ignaz,Seipel,Ignaz,male,Martin (2022),
senghor_leopold,Senghor,Léopold,male,Slobodian (2018),
sering_max,Sering,Max,male,Martin (2022),
serryys_daniel,Serryys,Daniel,male,Clavin (2015),
seton_watson_robert,Seton-Watson,Robert,male,Mazower (2009),
sewall_may_wright,Sewall,May Wright,female,Sluga (2013),
shawcross_sir_hartley,Shawcross,Sir Hartley,male,Slobodian (2018),
shenfield_arthur,Shenfield,Arthur,male,Slobodian (2018),
shepherd_elizabeth,Shepherd,Elizabeth,female,Sluga (2013),
shertok_moshe,Shertok,Moshe,male,Mazower (2009),
shils_edward,Shils,Edward,male,Sluga (2013),
shotwell_james,Shotwell,James,male,Clavin (2015),
shotwell_james,Shotwell,James,male,Mazower (2009),
shotwell_james,Shotwell,James,male,Slobodian (2018),
von_siemens_carl_friedrich,von Siemens,Carl Friedrich,male,Clavin (2015),
silver_hillel,Silver,Hillel,male,Mazower (2009),
simiand_francois,Simiand,François,male,Clavin (2015),
simon_john,Simon,John,male,Clavin (2015),
simons_h_c,Simons,H. C.,male,Clavin (2015),
simpson_a_brian,Simpson,A. Brian,male,Mazower (2009),
simpson_john_hope,Simpson,John Hope,male,Martin (2022),
sinel_de_cordes_joao,Sinel de Cordes,João,male,Martin (2022),
skinner_robert,Skinner,Robert,male,Martin (2022),
smith_adam,Smith,Adam,male,Slobodian (2018),
smith_ellison_d,Smith,Ellison D.,male,Martin (2022),
smith_ian,Smith,Ian,male,Slobodian (2018),
smith_jr_jeremiah,Smith Jr.,Jeremiah,male,Clavin (2015),
smith_jr_jeremiah,Smith Jr.,Jeremiah,male,Martin (2022),
smuts_jan,Smuts,Jan,male,Clavin (2015),
smuts_jan,Smuts,Jan,male,Mazower (2009),
smuts_jan,Smuts,Jan,male,Sluga (2013),
snowden_philip,Snowden,Philip,male,Martin (2022),
sohmen_egon,Sohmen,Egon,male,Slobodian (2018),
sokoline_vladimir,Sokoline,Vladimir,male,Clavin (2015),
soong_t_v,Soong,T. V. (Song Ziwen),male,Martin (2022),
souritz_jakov,Souritz,Jakov,male,Clavin (2015),
southard_frank_a,Southard,Frank A.,male,Martin (2022),
spaak_paul_henri,Spaak,Paul-Henri,male,Clavin (2015),
spaak_paul_henri,Spaak,Paul-Henri,male,Slobodian (2018),
spiller_gustave,Spiller,Gustave,male,Sluga (2013),
staehle_hans,Staehle,Hans,male,Slobodian (2018),
stahl_leo,Stahl,Leo,male,Martin (2022),
staley_eugene,Staley,Eugene,male,Martin (2022),
stalin_joseph,Stalin,Joseph,male,Mazower (2009),
stalin_joseph,Stalin,Joseph,male,Slobodian (2018),
stamp_josiah,Stamp,Josiah,male,Martin (2022),
stead_william_t,Stead,William T.,male,Sluga (2013),
stettinus_edward,Stettinus,Edward,male,Clavin (2015),
stevenson_adlai,Stevenson,Adlai,male,Slobodian (2018),
stigler_george,Stigler,George,male,Slobodian (2018),
stiglitz_joseph,Stiglitz,Joseph,male,Slobodian (2018),
stimson_henry,Stimson,Henry,male,Clavin (2015),
stimson_henry,Stimson,Henry,male,Mazower (2009),
stoddard_lothar,Stoddard,Lothar,male,Mazower (2009),
stoppani_pietro,Stoppani,Pietro,male,Clavin (2015),
strakosch_henry,Strakosch,Henry,male,Clavin (2015),
streeck_wolfgang,Streeck,Wolfgang,male,Slobodian (2018),
street_jessie,Street,Jessie,female,Sluga (2013),
streit_clarence,Streit,Clarence,male,Slobodian (2018),
streit_clarence,Streit,Clarence,male,Sluga (2013),
stresemann_gustav,Stresemann,Gustav,male,Clavin (2015),
stringher_bonaldo,Stringher,Bonaldo,male,Martin (2022),
strong_benjamin,Strong,Benjamin,male,Martin (2022),
strong_benjamin_jr,Strong,Benjamin Jr.,male,Clavin (2015),
sulzer_hans,Sulzer,Hans,male,Slobodian (2018),
sumner_jessie,Sumner,Jessie,male,Martin (2022),
sun_yat_sen,Sun Yat-sen,,male,Martin (2022),
sutherland_peter,Sutherland,Peter,male,Slobodian (2018),
svennilson_ingvar,Svennilson,Ingvar,male,Clavin (2015),
svrljuga_stanko,Švrljuga,Stanko,male,Martin (2022),
swanwick_helena,Swanwick,Helena,female,Sluga (2013),
sweetser_arthur,Sweetser,Arthur,male,Clavin (2015),
tagore_rabindranath,Tagore,Rabindranath,male,Sluga (2013),
tantalides_demetre,Tantalidès,Demetre,male,Martin (2022),
tardieu_andre,Tardieu,André,male,Martin (2022),
taussig_frank,Taussig,Frank,male,Martin (2022),
taussig_frank_w,Taussig,Frank W.,male,Clavin (2015),
temperley_harold,Temperley,Harold,male,Sluga (2013),
ter_meulen_k_e,Ter Meulen,K.E.,male,Clavin (2015),
thant_u,Thant,U,male,Sluga (2013),
thatcher_margaret,Thatcher,Margaret,male,Slobodian (2018),
theunis_georges,Theunis,Georges,male,Clavin (2015),
thomas_albert,Thomas,Albert,male,Clavin (2015),
thomas_albert,Thomas,Albert,male,Martin (2022),
thomas_albert,Thomas,Albert,male,Slobodian (2018),
thomas_james_henry,Thomas,James Henry,male,Martin (2022),
